cx_type,sentence,tgt_words,sentence_with_idxs,errors
Comparative Correlative,"What Fox News/Republicans don't seem to understand is that the bigger a movement gets, the more trouble-makers it is going to attract.","[9, 14]","[(0, 'What'), (1, 'Fox'), (2, 'News/Republicans'), (3, ""don't""), (4, 'seem'), (5, 'to'), (6, 'understand'), (7, 'is'), (8, 'that'), (9, 'the'), (10, 'bigger'), (11, 'a'), (12, 'movement'), (13, 'gets,'), (14, 'the'), (15, 'more'), (16, 'trouble-makers'), (17, 'it'), (18, 'is'), (19, 'going'), (20, 'to'), (21, 'attract.'), (22, '(AMR)')]",
Comparative Correlative,"The more it looks like Zimmerman acted in self defense, the less you will hear of this case.","[0, 10]","[(0, 'The'), (1, 'more'), (2, 'it'), (3, 'looks'), (4, 'like'), (5, 'Zimmerman'), (6, 'acted'), (7, 'in'), (8, 'self'), (9, 'defense,'), (10, 'the'), (11, 'less'), (12, 'you'), (13, 'will'), (14, 'hear'), (15, 'of'), (16, 'this'), (17, 'case.'), (18, '(AMR)')]",
Comparative Correlative,Marc seems to this there should be more news reporting about Trayvon don't bitch about it when someone ask these questions because the longer this goes with media attention the more Trayvon will not look like an angel but a child who did not have any parental guidance.,"[22, 29]","[(0, 'Marc'), (1, 'seems'), (2, 'to'), (3, 'this'), (4, 'there'), (5, 'should'), (6, 'be'), (7, 'more'), (8, 'news'), (9, 'reporting'), (10, 'about'), (11, 'Trayvon'), (12, ""don't""), (13, 'bitch'), (14, 'about'), (15, 'it'), (16, 'when'), (17, 'someone'), (18, 'ask'), (19, 'these'), (20, 'questions'), (21, 'because'), (22, 'the'), (23, 'longer'), (24, 'this'), (25, 'goes'), (26, 'with'), (27, 'media'), (28, 'attention'), (29, 'the'), (30, 'more'), (31, 'Trayvon'), (32, 'will'), (33, 'not'), (34, 'look'), (35, 'like'), (36, 'an'), (37, 'angel'), (38, 'but'), (39, 'a'), (40, 'child'), (41, 'who'), (42, 'did'), (43, 'not'), (44, 'have'), (45, 'any'), (46, 'parental'), (47, 'guidance.'), (48, '(AMR)')]",
Comparative Correlative,"The more we learn piecemeal of this history, the more bipartisan and voluble the call for full transparency has become.","[0, 8]","[(0, 'The'), (1, 'more'), (2, 'we'), (3, 'learn'), (4, 'piecemeal'), (5, 'of'), (6, 'this'), (7, 'history,'), (8, 'the'), (9, 'more'), (10, 'bipartisan'), (11, 'and'), (12, 'voluble'), (13, 'the'), (14, 'call'), (15, 'for'), (16, 'full'), (17, 'transparency'), (18, 'has'), (19, 'become.'), (20, '(AMR)')]",
Comparative Correlative,"I don't know what was happening with the injection treatment at the hospital - the more they injected him the worse the diarrhea, nothing would stop it.","[14, 19]","[(0, 'I'), (1, ""don't""), (2, 'know'), (3, 'what'), (4, 'was'), (5, 'happening'), (6, 'with'), (7, 'the'), (8, 'injection'), (9, 'treatment'), (10, 'at'), (11, 'the'), (12, 'hospital'), (13, '-'), (14, 'the'), (15, 'more'), (16, 'they'), (17, 'injected'), (18, 'him'), (19, 'the'), (20, 'worse'), (21, 'the'), (22, 'diarrhea,'), (23, 'nothing'), (24, 'would'), (25, 'stop'), (26, 'it.'), (27, '(AMR)')]",
Comparative Correlative,"All I know, is the more I see her on television, the better.","[4, 11]","[(0, 'All'), (1, 'I'), (2, 'know,'), (3, 'is'), (4, 'the'), (5, 'more'), (6, 'I'), (7, 'see'), (8, 'her'), (9, 'on'), (10, 'television,'), (11, 'the'), (12, 'better.'), (13, '(AMR)')]",
Comparative Correlative,"Rumsfeld said, however, that the more troops other countries contribute to the stability effort, the fewer U.S. troops will be needed inside Iraq.","[4, 14]","[(0, 'Rumsfeld'), (1, 'said,'), (2, 'however,'), (3, 'that'), (4, 'the'), (5, 'more'), (6, 'troops'), (7, 'other'), (8, 'countries'), (9, 'contribute'), (10, 'to'), (11, 'the'), (12, 'stability'), (13, 'effort,'), (14, 'the'), (15, 'fewer'), (16, 'U.S.'), (17, 'troops'), (18, 'will'), (19, 'be'), (20, 'needed'), (21, 'inside'), (22, 'Iraq.'), (23, '(AMR)')]",
Comparative Correlative,"The more you earn, the more you spend, the more sales tax youy pay comppared to someone who earns less and thus spends less.","[0, 4]","[(0, 'The'), (1, 'more'), (2, 'you'), (3, 'earn,'), (4, 'the'), (5, 'more'), (6, 'you'), (7, 'spend,'), (8, 'the'), (9, 'more'), (10, 'sales'), (11, 'tax'), (12, 'youy'), (13, 'pay'), (14, 'comppared'), (15, 'to'), (16, 'someone'), (17, 'who'), (18, 'earns'), (19, 'less'), (20, 'and'), (21, 'thus'), (22, 'spends'), (23, 'less.'), (24, '(AMR)')]",
Comparative Correlative,The more you you gain of one the more you lose of the other and the simple fact is liberals value security more than freedom.,"[0, 7]","[(0, 'The'), (1, 'more'), (2, 'you'), (3, 'you'), (4, 'gain'), (5, 'of'), (6, 'one'), (7, 'the'), (8, 'more'), (9, 'you'), (10, 'lose'), (11, 'of'), (12, 'the'), (13, 'other'), (14, 'and'), (15, 'the'), (16, 'simple'), (17, 'fact'), (18, 'is'), (19, 'liberals'), (20, 'value'), (21, 'security'), (22, 'more'), (23, 'than'), (24, 'freedom.'), (25, '(AMR)')]",
Comparative Correlative,"I thought the Rio Grande was often dry--and that the wetter it was, the lower the levels of smuggling both animate and inanimate contraband.","[9, 13]","[(0, 'I'), (1, 'thought'), (2, 'the'), (3, 'Rio'), (4, 'Grande'), (5, 'was'), (6, 'often'), (7, 'dry--and'), (8, 'that'), (9, 'the'), (10, 'wetter'), (11, 'it'), (12, 'was,'), (13, 'the'), (14, 'lower'), (15, 'the'), (16, 'levels'), (17, 'of'), (18, 'smuggling'), (19, 'both'), (20, 'animate'), (21, 'and'), (22, 'inanimate'), (23, 'contraband.'), (24, '(AMR)')]",
Comparative Correlative,"Yeah, the more I think about it, the more I believe that not only did Paterno fail miserably at handling the case, but he was possibly completely aware of what was going but was just protecting his buddy.","[1, 7]","[(0, 'Yeah,'), (1, 'the'), (2, 'more'), (3, 'I'), (4, 'think'), (5, 'about'), (6, 'it,'), (7, 'the'), (8, 'more'), (9, 'I'), (10, 'believe'), (11, 'that'), (12, 'not'), (13, 'only'), (14, 'did'), (15, 'Paterno'), (16, 'fail'), (17, 'miserably'), (18, 'at'), (19, 'handling'), (20, 'the'), (21, 'case,'), (22, 'but'), (23, 'he'), (24, 'was'), (25, 'possibly'), (26, 'completely'), (27, 'aware'), (28, 'of'), (29, 'what'), (30, 'was'), (31, 'going'), (32, 'but'), (33, 'was'), (34, 'just'), (35, 'protecting'), (36, 'his'), (37, 'buddy.'), (38, '(AMR)')]",
Comparative Correlative,"Ever notice that the more gridlock there is, the more Congress' ratings go down.","[3, 8]","[(0, 'Ever'), (1, 'notice'), (2, 'that'), (3, 'the'), (4, 'more'), (5, 'gridlock'), (6, 'there'), (7, 'is,'), (8, 'the'), (9, 'more'), (10, ""Congress'""), (11, 'ratings'), (12, 'go'), (13, 'down.'), (14, '(AMR)')]",
Comparative Correlative,"The longer this goes on, the more likely an Obama victory will be.","[0, 5]","[(0, 'The'), (1, 'longer'), (2, 'this'), (3, 'goes'), (4, 'on,'), (5, 'the'), (6, 'more'), (7, 'likely'), (8, 'an'), (9, 'Obama'), (10, 'victory'), (11, 'will'), (12, 'be.'), (13, '(AMR)')]",
Comparative Correlative,"But the longer this goes on, the worse his odds get.","[1, 6]","[(0, 'But'), (1, 'the'), (2, 'longer'), (3, 'this'), (4, 'goes'), (5, 'on,'), (6, 'the'), (7, 'worse'), (8, 'his'), (9, 'odds'), (10, 'get.'), (11, '(AMR)')]",
Comparative Correlative,The fewer things we make the more sustainable we are.,"[0, 5]","[(0, 'The'), (1, 'fewer'), (2, 'things'), (3, 'we'), (4, 'make'), (5, 'the'), (6, 'more'), (7, 'sustainable'), (8, 'we'), (9, 'are.'), (10, '(AMR)')]",
Comparative Correlative,"At age 56, the more I think about it and the madder I get, to hell with the SC rulings.","[3, 10]","[(0, 'At'), (1, 'age'), (2, '56,'), (3, 'the'), (4, 'more'), (5, 'I'), (6, 'think'), (7, 'about'), (8, 'it'), (9, 'and'), (10, 'the'), (11, 'madder'), (12, 'I'), (13, 'get,'), (14, 'to'), (15, 'hell'), (16, 'with'), (17, 'the'), (18, 'SC'), (19, 'rulings.'), (20, '(AMR)')]",
Comparative Correlative,"The further down that slope we go, the harder it is to pull back.","[0, 7]","[(0, 'The'), (1, 'further'), (2, 'down'), (3, 'that'), (4, 'slope'), (5, 'we'), (6, 'go,'), (7, 'the'), (8, 'harder'), (9, 'it'), (10, 'is'), (11, 'to'), (12, 'pull'), (13, 'back.'), (14, '(AMR)')]",
Comparative Correlative,"Bill, the more I read your stuff, the more I am convinced that you have a black heart.","[1, 7]","[(0, 'Bill,'), (1, 'the'), (2, 'more'), (3, 'I'), (4, 'read'), (5, 'your'), (6, 'stuff,'), (7, 'the'), (8, 'more'), (9, 'I'), (10, 'am'), (11, 'convinced'), (12, 'that'), (13, 'you'), (14, 'have'), (15, 'a'), (16, 'black'), (17, 'heart.'), (18, '(AMR)')]",
Comparative Correlative,"I thought about taking Phoneix's advice and turning my thoughts into a letter to the editor or a ""My Turn"" essay for Newsweek or something but the more I read the more I realized that the amount of research required is beyond me.","[26, 30]","[(0, 'I'), (1, 'thought'), (2, 'about'), (3, 'taking'), (4, ""Phoneix's""), (5, 'advice'), (6, 'and'), (7, 'turning'), (8, 'my'), (9, 'thoughts'), (10, 'into'), (11, 'a'), (12, 'letter'), (13, 'to'), (14, 'the'), (15, 'editor'), (16, 'or'), (17, 'a'), (18, '""My'), (19, 'Turn""'), (20, 'essay'), (21, 'for'), (22, 'Newsweek'), (23, 'or'), (24, 'something'), (25, 'but'), (26, 'the'), (27, 'more'), (28, 'I'), (29, 'read'), (30, 'the'), (31, 'more'), (32, 'I'), (33, 'realized'), (34, 'that'), (35, 'the'), (36, 'amount'), (37, 'of'), (38, 'research'), (39, 'required'), (40, 'is'), (41, 'beyond'), (42, 'me.'), (43, '(AMR)')]",
Comparative Correlative,"The higher up the nicer !","[0, 3]","[(0, 'The'), (1, 'higher'), (2, 'up'), (3, 'the'), (4, 'nicer'), (5, '!'), (6, '(Weissweiler'), (7, 'et'), (8, 'al)'), (9, '')]",
Comparative Correlative,She thinks the more water she drinks the better her skin looks .,"[2, 7]","[(0, 'She'), (1, 'thinks'), (2, 'the'), (3, 'more'), (4, 'water'), (5, 'she'), (6, 'drinks'), (7, 'the'), (8, 'better'), (9, 'her'), (10, 'skin'), (11, 'looks'), (12, '.'), (13, '(Weissweiler)')]",
Comparative Correlative,It becomes an obsession lightly because the more fish you catch the higher your adrenaline flows .,"[6, 11]","[(0, 'It'), (1, 'becomes'), (2, 'an'), (3, 'obsession'), (4, 'lightly'), (5, 'because'), (6, 'the'), (7, 'more'), (8, 'fish'), (9, 'you'), (10, 'catch'), (11, 'the'), (12, 'higher'), (13, 'your'), (14, 'adrenaline'), (15, 'flows'), (16, '.'), (17, '(Weissweiler)')]",
Comparative Correlative,"It is worth noting , however , that the more specific you are the better .","[8, 13]","[(0, 'It'), (1, 'is'), (2, 'worth'), (3, 'noting'), (4, ','), (5, 'however'), (6, ','), (7, 'that'), (8, 'the'), (9, 'more'), (10, 'specific'), (11, 'you'), (12, 'are'), (13, 'the'), (14, 'better'), (15, '.'), (16, '(Weissweiler)')]",
Comparative Correlative,"In other words , the more videos you make the greater your audience reach .","[4, 9]","[(0, 'In'), (1, 'other'), (2, 'words'), (3, ','), (4, 'the'), (5, 'more'), (6, 'videos'), (7, 'you'), (8, 'make'), (9, 'the'), (10, 'greater'), (11, 'your'), (12, 'audience'), (13, 'reach'), (14, '.'), (15, '(Weissweiler)')]",
Comparative Correlative,"The more we get together, the happier we'll be.","[0, 5]","[(0, 'The'), (1, 'more'), (2, 'we'), (3, 'get'), (4, 'together,'), (5, 'the'), (6, 'happier'), (7, ""we'll""), (8, 'be'), (9, '(Hoffman,'), (10, 'Brunner'), (11, '&'), (12, 'Horsch)')]",
Comparative Correlative,"The more that he says, the less I wanna say.","[0, 5]","[(0, 'The'), (1, 'more'), (2, 'that'), (3, 'he'), (4, 'says,'), (5, 'the'), (6, 'less'), (7, 'I'), (8, 'wanna'), (9, 'say.'), (10, '(Hoffman,'), (11, 'Brunner'), (12, '&'), (13, 'Horsch)')]",
Comparative Correlative,"The more they work, the more I will pay them.","[0, 4]","[(0, 'The'), (1, 'more'), (2, 'they'), (3, 'work,'), (4, 'the'), (5, 'more'), (6, 'I'), (7, 'will'), (8, 'pay'), (9, 'them.'), (10, '(Hoffman,'), (11, 'Brunner'), (12, '&'), (13, 'Horsch)')]",
Comparative Correlative,"The more snow, the less danger there is to skiers.","[0, 3]","[(0, 'The'), (1, 'more'), (2, 'snow,'), (3, 'the'), (4, 'less'), (5, 'danger'), (6, 'there'), (7, 'is'), (8, 'to'), (9, 'skiers.'), (10, '(Hoffman,'), (11, 'Brunner'), (12, '&'), (13, 'Horsch)')]",
Comparative Correlative,"The more of them you see, the cheaper it is.","[0, 6]","[(0, 'The'), (1, 'more'), (2, 'of'), (3, 'them'), (4, 'you'), (5, 'see,'), (6, 'the'), (7, 'cheaper'), (8, 'it'), (9, 'is.'), (10, '(Hoffman,'), (11, 'Brunner'), (12, '&'), (13, 'Horsch)')]",
Comparative Correlative,"The longer the rain lasted, the more quickly the ramparts melted.","[0, 5]","[(0, 'The'), (1, 'longer'), (2, 'the'), (3, 'rain'), (4, 'lasted,'), (5, 'the'), (6, 'more'), (7, 'quickly'), (8, 'the'), (9, 'ramparts'), (10, 'melted.'), (11, '(Hoffman,'), (12, 'Brunner'), (13, '&'), (14, 'Horsch)')]",
Comparative Correlative,"The more successful we are, the more we'll attract competition.","[0, 5]","[(0, 'The'), (1, 'more'), (2, 'successful'), (3, 'we'), (4, 'are,'), (5, 'the'), (6, 'more'), (7, ""we'll""), (8, 'attract'), (9, 'competition.'), (10, '(Hoffman,'), (11, 'Brunner'), (12, '&'), (13, 'Horsch)')]",
Comparative Correlative,"The sooner it is tested, the better.","[0, 5]","[(0, 'The'), (1, 'sooner'), (2, 'it'), (3, 'is'), (4, 'tested,'), (5, 'the'), (6, 'better.'), (7, '(Hoffman,'), (8, 'Brunner'), (9, '&'), (10, 'Horsch)')]",
Comparative Correlative,"The denser the matter, the more curvature.","[0, 4]","[(0, 'The'), (1, 'denser'), (2, 'the'), (3, 'matter,'), (4, 'the'), (5, 'more'), (6, 'curvature.'), (7, '(Hoffman,'), (8, 'Brunner'), (9, '&'), (10, 'Horsch)')]",
Comparative Correlative,"The more information requested, the longer it will take to review.","[0, 4]","[(0, 'The'), (1, 'more'), (2, 'information'), (3, 'requested,'), (4, 'the'), (5, 'longer'), (6, 'it'), (7, 'will'), (8, 'take'), (9, 'to'), (10, 'review.'), (11, '(Hoffman,'), (12, 'Brunner'), (13, '&'), (14, 'Horsch)')]",
Comparative Correlative,"The more data, the more information.","[0, 3]","[(0, 'The'), (1, 'more'), (2, 'data,'), (3, 'the'), (4, 'more'), (5, 'information.'), (6, '(Hoffman,'), (7, 'Brunner'), (8, '&'), (9, 'Horsch)')]",
Comparative Correlative,"The more serious the offence, the more difficult to make peace, the greater the compensation had to be.","[0, 5]","[(0, 'The'), (1, 'more'), (2, 'serious'), (3, 'the'), (4, 'offence,'), (5, 'the'), (6, 'more'), (7, 'difficult'), (8, 'to'), (9, 'make'), (10, 'peace,'), (11, 'the'), (12, 'greater'), (13, 'the'), (14, 'compensation'), (15, 'had'), (16, 'to'), (17, 'be.'), (18, '(Hoffman,'), (19, 'Brunner'), (20, '&'), (21, 'Horsch)')]",
Comparative Correlative,"The less elaborate you can be, the better.","[0, 6]","[(0, 'The'), (1, 'less'), (2, 'elaborate'), (3, 'you'), (4, 'can'), (5, 'be,'), (6, 'the'), (7, 'better.'), (8, '(Hoffman,'), (9, 'Brunner'), (10, '&'), (11, 'Horsch)')]",
Comparative Correlative,"Now then, the faster that we can do this, the faster we can get on with the game.","[2, 9]","[(0, 'Now'), (1, 'then,'), (2, 'the'), (3, 'faster'), (4, 'that'), (5, 'we'), (6, 'can'), (7, 'do'), (8, 'this,'), (9, 'the'), (10, 'faster'), (11, 'we'), (12, 'can'), (13, 'get'), (14, 'on'), (15, 'with'), (16, 'the'), (17, 'game.'), (18, '(Hoffman,'), (19, 'Brunner'), (20, '&'), (21, 'Horsch)')]",
Comparative Correlative,"The more expensive the decision, the more will senior management be involved.","[0, 5]","[(0, 'The'), (1, 'more'), (2, 'expensive'), (3, 'the'), (4, 'decision,'), (5, 'the'), (6, 'more'), (7, 'will'), (8, 'senior'), (9, 'management'), (10, 'be'), (11, 'involved.'), (12, '(Hoffman,'), (13, 'Brunner'), (14, '&'), (15, 'Horsch)')]",
Much Less,"When my dad catches swarms sometimes he doesn't even wear a veil, much less a bee suit.","[12, 13]","[(0, 'When'), (1, 'my'), (2, 'dad'), (3, 'catches'), (4, 'swarms'), (5, 'sometimes'), (6, 'he'), (7, ""doesn't""), (8, 'even'), (9, 'wear'), (10, 'a'), (11, 'veil,'), (12, 'much'), (13, 'less'), (14, 'a'), (15, 'bee'), (16, 'suit.'), (17, '(COCA)')]",
Much Less,"Not that many of us can fly off to Guatemala, much less China.","[10, 11]","[(0, 'Not'), (1, 'that'), (2, 'many'), (3, 'of'), (4, 'us'), (5, 'can'), (6, 'fly'), (7, 'off'), (8, 'to'), (9, 'Guatemala,'), (10, 'much'), (11, 'less'), (12, 'China.'), (13, '(COCA)')]",
Much Less,"I never thought I'd meet him, much less in Austin.","[6, 7]","[(0, 'I'), (1, 'never'), (2, 'thought'), (3, ""I'd""), (4, 'meet'), (5, 'him,'), (6, 'much'), (7, 'less'), (8, 'in'), (9, 'Austin.'), (10, '(COCA)')]",
Much Less,"Those were not my first ( much less only ) thoughts, either.","[6, 7]","[(0, 'Those'), (1, 'were'), (2, 'not'), (3, 'my'), (4, 'first'), (5, '(much'), (6, 'less'), (7, 'only)'), (8, 'thoughts,'), (9, 'either.'), (10, '(COCA)')]",
Much Less,You can not hear ( much less understand ) anything if your brain function has ceased.,"[5, 6]","[(0, 'You'), (1, 'can'), (2, 'not'), (3, 'hear'), (4, '(much'), (5, 'less'), (6, 'understand)'), (7, 'anything'), (8, 'if'), (9, 'your'), (10, 'brain'), (11, 'function'), (12, 'has'), (13, 'ceased.'), (14, '(COCA)')]",
Much Less,"He does NOT belong in the USA, much less the oval office!","[7, 8]","[(0, 'He'), (1, 'does'), (2, 'NOT'), (3, 'belong'), (4, 'in'), (5, 'the'), (6, 'USA,'), (7, 'much'), (8, 'less'), (9, 'the'), (10, 'oval'), (11, 'office!'), (12, '(COCA)')]",
Much Less,"I don't buy that every misogynist involved here has the same motives, much less that that motivation is the one you seem to present here (insecurity and desperation).","[12, 13]","[(0, 'I'), (1, ""don't""), (2, 'buy'), (3, 'that'), (4, 'every'), (5, 'misogynist'), (6, 'involved'), (7, 'here'), (8, 'has'), (9, 'the'), (10, 'same'), (11, 'motives,'), (12, 'much'), (13, 'less'), (14, 'that'), (15, 'that'), (16, 'motivation'), (17, 'is'), (18, 'the'), (19, 'one'), (20, 'you'), (21, 'seem'), (22, 'to'), (23, 'present'), (24, 'here'), (25, '(insecurity'), (26, 'and'), (27, 'desperation).'), (28, '(COCA)')]",
Much Less,"They RUIN men's lives and aren't even reprimanded, much less prosecuted.","[8, 9]","[(0, 'They'), (1, 'RUIN'), (2, ""men's""), (3, 'lives'), (4, 'and'), (5, ""aren't""), (6, 'even'), (7, 'reprimanded,'), (8, 'much'), (9, 'less'), (10, 'prosecuted.'), (11, '(COCA)')]",
Much Less,"Why would someone apologize for a sensible policy, much less there supreme religious leader?","[8, 9]","[(0, 'Why'), (1, 'would'), (2, 'someone'), (3, 'apologize'), (4, 'for'), (5, 'a'), (6, 'sensible'), (7, 'policy,'), (8, 'much'), (9, 'less'), (10, 'there'), (11, 'supreme'), (12, 'religious'), (13, 'leader?'), (14, '(COCA)')]",
Much Less,But lacking a combined brain -- much less a heart -- the expansive agency will mess up.,"[6, 7]","[(0, 'But'), (1, 'lacking'), (2, 'a'), (3, 'combined'), (4, 'brain'), (5, '--'), (6, 'much'), (7, 'less'), (8, 'a'), (9, 'heart'), (10, '--'), (11, 'the'), (12, 'expansive'), (13, 'agency'), (14, 'will'), (15, 'mess'), (16, 'up.'), (17, '(COCA)')]",
Much Less,Few people have the courage to live by the truth- much less express it with the clarity you have in your post herein.,"[10, 11]","[(0, 'Few'), (1, 'people'), (2, 'have'), (3, 'the'), (4, 'courage'), (5, 'to'), (6, 'live'), (7, 'by'), (8, 'the'), (9, 'truth-'), (10, 'much'), (11, 'less'), (12, 'express'), (13, 'it'), (14, 'with'), (15, 'the'), (16, 'clarity'), (17, 'you'), (18, 'have'), (19, 'in'), (20, 'your'), (21, 'post'), (22, 'herein.'), (23, '(COCA)')]",
Much Less,they can't even recognize a threat much less act intelligently.,"[6, 7]","[(0, 'they'), (1, ""can't""), (2, 'even'), (3, 'recognize'), (4, 'a'), (5, 'threat'), (6, 'much'), (7, 'less'), (8, 'act'), (9, 'intelligently.'), (10, '(COCA)')]",
Much Less,I wouldn't trust the Wizard to flush a toilet much less manage a whole utility.,"[9, 10]","[(0, 'I'), (1, ""wouldn't""), (2, 'trust'), (3, 'the'), (4, 'Wizard'), (5, 'to'), (6, 'flush'), (7, 'a'), (8, 'toilet'), (9, 'much'), (10, 'less'), (11, 'manage'), (12, 'a'), (13, 'whole'), (14, 'utility.'), (15, '(COCA)')]",
Much Less,do not want 4 more mins of this guy much less 4 more years of him.,"[9, 10]","[(0, 'do'), (1, 'not'), (2, 'want'), (3, '4'), (4, 'more'), (5, 'mins'), (6, 'of'), (7, 'this'), (8, 'guy'), (9, 'much'), (10, 'less'), (11, '4'), (12, 'more'), (13, 'years'), (14, 'of'), (15, 'him.'), (16, '(COCA)')]",
Much Less,"Nobody to build all those stores, much less stock the shelves.","[6, 7]","[(0, 'Nobody'), (1, 'to'), (2, 'build'), (3, 'all'), (4, 'those'), (5, 'stores,'), (6, 'much'), (7, 'less'), (8, 'stock'), (9, 'the'), (10, 'shelves.'), (11, '(COCA)')]",
Much Less,"The general public doesn't understand their own tax return, much less policy that shapes America.","[9, 10]","[(0, 'The'), (1, 'general'), (2, 'public'), (3, ""doesn't""), (4, 'understand'), (5, 'their'), (6, 'own'), (7, 'tax'), (8, 'return,'), (9, 'much'), (10, 'less'), (11, 'policy'), (12, 'that'), (13, 'shapes'), (14, 'America'), (15, '(COCA)')]",
Much Less,"Haven't even compiled it, much less tested it.","[4, 5]","[(0, ""Haven't""), (1, 'even'), (2, 'compiled'), (3, 'it,'), (4, 'much'), (5, 'less'), (6, 'tested'), (7, 'it.'), (8, '(COCA)')]",
Much Less,"Constitution did not require states to allow their citizens to vote for president, much less award all their electoral votes based upon the vote of their citizens.","[13, 14]","[(0, 'Constitution'), (1, 'did'), (2, 'not'), (3, 'require'), (4, 'states'), (5, 'to'), (6, 'allow'), (7, 'their'), (8, 'citizens'), (9, 'to'), (10, 'vote'), (11, 'for'), (12, 'president,'), (13, 'much'), (14, 'less'), (15, 'award'), (16, 'all'), (17, 'their'), (18, 'electoral'), (19, 'votes'), (20, 'based'), (21, 'upon'), (22, 'the'), (23, 'vote'), (24, 'of'), (25, 'their'), (26, 'citizens.'), (27, '(COCA)')]",
Much Less,I never imagined myself leading binational programs -- much less championing an effort to introduce a serious message.,"[8, 9]","[(0, 'I'), (1, 'never'), (2, 'imagined'), (3, 'myself'), (4, 'leading'), (5, 'binational'), (6, 'programs'), (7, '--'), (8, 'much'), (9, 'less'), (10, 'championing'), (11, 'an'), (12, 'effort'), (13, 'to'), (14, 'introduce'), (15, 'a'), (16, 'serious'), (17, 'message...(COCA)')]",
Much Less,"We haven't even seen this once, much less repeatedly.","[6, 7]","[(0, 'We'), (1, ""haven't""), (2, 'even'), (3, 'seen'), (4, 'this'), (5, 'once,'), (6, 'much'), (7, 'less'), (8, 'repeatedly.'), (9, '(COCA)')]",
Much Less,"our cars wouldn't have seatbelts for all seats, much less airbags.","[8, 9]","[(0, 'our'), (1, 'cars'), (2, ""wouldn't""), (3, 'have'), (4, 'seatbelts'), (5, 'for'), (6, 'all'), (7, 'seats,'), (8, 'much'), (9, 'less'), (10, 'airbags.'), (11, '(COCA)')]",
Much Less,"And if they get generators, where are they going to put them, much less safely operate them?","[12, 13]","[(0, 'And'), (1, 'if'), (2, 'they'), (3, 'get'), (4, 'generators,'), (5, 'where'), (6, 'are'), (7, 'they'), (8, 'going'), (9, 'to'), (10, 'put'), (11, 'them,'), (12, 'much'), (13, 'less'), (14, 'safely'), (15, 'operate'), (16, 'them?'), (17, '(COCA)')]",
Much Less,"And most of my students had never been to America, much less an American newsroom.","[10, 11]","[(0, 'And'), (1, 'most'), (2, 'of'), (3, 'my'), (4, 'students'), (5, 'had'), (6, 'never'), (7, 'been'), (8, 'to'), (9, 'America,'), (10, 'much'), (11, 'less'), (12, 'an'), (13, 'American'), (14, 'newsroom.'), (15, '(COCA)')]",
Much Less,How could Obama be leading over an empty chair much less a succesful businessman who by all accounts seems squeaky clean and extremly honest.,"[9, 10]","[(0, 'How'), (1, 'could'), (2, 'Obama'), (3, 'be'), (4, 'leading'), (5, 'over'), (6, 'an'), (7, 'empty'), (8, 'chair'), (9, 'much'), (10, 'less'), (11, 'a'), (12, 'succesful'), (13, 'businessman'), (14, 'who'), (15, 'by'), (16, 'all'), (17, 'accounts'), (18, 'seems'), (19, 'squeaky'), (20, 'clean'), (21, 'and'), (22, 'extremly'), (23, 'honest.'), (24, '(COCA)')]",
Much Less,So Fitzgerald structured this case so as to avoid mentioning -- much less admitting -- that at its root lies a bunch of men guilty of torture.,"[11, 12]","[(0, 'So'), (1, 'Fitzgerald'), (2, 'structured'), (3, 'this'), (4, 'case'), (5, 'so'), (6, 'as'), (7, 'to'), (8, 'avoid'), (9, 'mentioning'), (10, '--'), (11, 'much'), (12, 'less'), (13, 'admitting'), (14, '--'), (15, 'that'), (16, 'at'), (17, 'its'), (18, 'root'), (19, 'lies'), (20, 'a'), (21, 'bunch'), (22, 'of'), (23, 'men'), (24, 'guilty'), (25, 'of'), (26, 'torture.'), (27, '(COCA)')]",
Much Less,"But, once you go down that path, you never want to jump much less see another broom in your entire life.","[12, 13]","[(0, 'But,'), (1, 'once'), (2, 'you'), (3, 'go'), (4, 'down'), (5, 'that'), (6, 'path,'), (7, 'you'), (8, 'never'), (9, 'want'), (10, 'to'), (11, 'jump'), (12, 'much'), (13, 'less'), (14, 'see'), (15, 'another'), (16, 'broom'), (17, 'in'), (18, 'your'), (19, 'entire'), (20, 'life.'), (21, '(COCA)')]",
Much Less,"They shouldn't let people like that have kids, much less bring them out in public.","[8, 9]","[(0, 'They'), (1, ""shouldn't""), (2, 'let'), (3, 'people'), (4, 'like'), (5, 'that'), (6, 'have'), (7, 'kids,'), (8, 'much'), (9, 'less'), (10, 'bring'), (11, 'them'), (12, 'out'), (13, 'in'), (14, 'public.'), (15, '(COCA)')]",
Much Less,"I believe with all my heart that those Christians who condone, much less support this great evil will face judgment in the hereafter.","[11, 12]","[(0, 'I'), (1, 'believe'), (2, 'with'), (3, 'all'), (4, 'my'), (5, 'heart'), (6, 'that'), (7, 'those'), (8, 'Christians'), (9, 'who'), (10, 'condone,'), (11, 'much'), (12, 'less'), (13, 'support'), (14, 'this'), (15, 'great'), (16, 'evil'), (17, 'will'), (18, 'face'), (19, 'judgment'), (20, 'in'), (21, 'the'), (22, 'hereafter.'), (23, '(COCA)')]",
